Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,BreedPure,ColorAmt,Adopted,LengthOfDescription,Sentiment,AdoptionSpeed
3,265,0,2,2,4,0,1,2,2,2,2,1,1,0,41326,0,1,1,2,1,206.0,0.67,0
2,307,0,2,1,2,7,2,2,2,2,2,1,3,0,41326,0,6,0,3,1,369.0,0.94,1
3,266,0,1,5,7,0,1,1,1,1,2,1,1,0,41401,0,1,1,2,1,30.0,0.85,1
2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,0,1,0,3,0,164.0,0.89,4
3,266,0,2,3,4,7,1,2,2,2,2,1,1,0,41332,0,4,1,3,1,264.0,0.63,2
1,307,0,3,1,2,7,2,2,1,1,2,1,5,0,41401,0,5,0,3,1,691.0,0.99,3
7,265,0,2,1,2,4,2,2,2,1,2,1,1,0,41401,0,4,1,3,0,166.0,0.77,4
20,276,266,1,1,0,0,3,2,2,1,2,1,1,150,41326,0,2,0,1,0,355.0,0.92,4
36,205,205,1,2,5,0,1,3,1,1,1,1,2,0,41327,0,3,1,2,1,171.0,0.85,1
1,307,0,2,2,5,0,2,1,2,2,2,1,1,0,41326,0,1,0,2,1,55.0,0.0,1
3,307,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,0,3,0,2,1,346.0,0.97,1
2,265,0,2,5,7,0,1,2,2,2,2,1,1,0,41326,0,1,1,2,1,144.0,0.94,3
2,189,307,2,1,7,0,3,2,1,1,3,1,1,0,41401,0,2,0,2,1,514.0,0.97,1
2,307,103,2,1,2,7,2,2,1,1,1,1,1,10,41326,0,2,0,3,1,63.0,0.8,2
0,266,0,3,1,4,7,1,1,2,2,2,1,4,100,41326,0,0,1,3,0,190.0,0.89,4
2,266,0,3,1,4,7,2,1,2,1,2,1,2,0,41401,0,4,1,3,1,305.0,0.92,3
1,266,265,2,2,3,5,1,1,3,3,3,1,1,0,41326,0,4,0,3,0,105.0,0.46,4
18,307,307,2,1,5,0,2,2,2,2,1,1,2,0,41326,0,2,0,2,0,442.0,0.7,4
12,266,0,1,6,7,0,2,1,2,1,1,1,1,0,41326,0,5,1,2,1,681.0,0.99,3
7,283,0,2,1,0,0,2,1,1,1,1,1,1,0,41327,0,1,1,1,1,16.0,0.0,1
5,292,265,1,2,5,0,2,2,2,2,2,1,1,50,41326,0,5,0,2,1,270.0,0.89,2
1,307,0,3,2,7,0,2,2,2,2,2,1,7,0,41326,0,5,0,2,1,310.0,0.92,3
4,72,307,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,4,0,2,1,337.0,0.96,3
3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,4,0,2,0,291.0,0.98,4
2,247,264,3,1,2,6,1,3,2,3,2,1,3,0,41326,0,3,0,3,1,172.0,0.89,1
1,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,1,0,1,1,292.0,0.99,2
6,299,0,1,2,3,5,2,1,2,1,2,1,1,0,41401,0,5,1,3,1,329.0,-0.25,2
3,243,0,3,6,7,0,1,1,2,2,2,1,2,0,41401,0,2,1,2,1,527.0,0.99,1
62,20,0,1,1,2,7,1,1,1,1,1,1,1,0,41326,0,7,1,3,1,218.0,0.84,3
1,307,307,3,2,0,0,3,1,2,2,2,1,3,0,41326,0,5,0,1,1,669.0,0.75,3
12,307,0,2,2,0,0,1,2,1,1,2,1,1,80,41326,0,4,0,1,1,400.0,-0.32,3
54,109,0,1,3,0,0,3,2,3,3,2,2,1,0,41336,0,6,1,1,1,1601.0,0.89,3
12,266,272,2,4,6,7,1,1,1,1,1,1,1,0,41327,0,1,0,3,1,992.0,0.97,3
36,179,207,2,5,0,0,2,2,1,3,1,1,1,0,41324,0,2,0,1,1,193.0,0.57,0
1,307,307,3,1,4,7,2,1,2,2,3,1,5,0,41326,1,1,0,3,1,216.0,0.8,2
2,307,307,3,1,4,7,2,1,2,1,2,1,2,0,41327,0,2,0,3,0,141.0,0.74,4
6,266,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,4,1,2,1,436.0,0.99,0
0,307,0,2,4,7,0,1,2,2,2,2,1,1,0,41326,0,1,0,2,1,221.0,0.24,2
24,285,0,2,3,4,7,2,2,3,3,2,1,1,0,41401,0,1,1,3,1,238.0,0.76,1
12,307,0,1,2,7,0,2,2,3,3,3,1,1,0,41326,0,5,0,2,1,171.0,0.27,3
2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,0,1,1,12.0,0.0,1
3,307,0,2,5,0,0,2,2,2,2,2,1,1,0,41326,0,10,0,1,1,543.0,0.97,3
4,266,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,2,1,2,0,210.0,0.76,4
56,307,307,2,1,2,0,2,2,1,2,2,1,2,0,41336,0,2,0,2,0,624.0,0.77,4
2,266,0,2,4,0,0,3,1,2,1,2,1,1,0,41326,0,2,1,1,1,348.0,0.83,2
1,266,0,3,2,3,4,2,1,2,2,2,1,7,0,41401,0,5,1,3,1,39.0,0.32,3
2,307,0,1,1,2,0,1,2,2,2,2,1,3,0,41326,0,5,0,2,1,228.0,0.92,1
2,307,307,1,2,0,0,2,2,2,1,2,1,1,0,41326,0,5,0,1,1,14.0,0.0,3
24,69,0,2,3,5,0,2,2,3,3,3,1,1,100,41326,0,1,1,2,1,278.0,0.56,2
2,307,307,1,5,0,0,2,2,2,1,2,1,1,0,41327,0,3,0,1,1,565.0,0.96,1
24,179,0,1,5,7,0,1,1,3,3,2,1,1,0,41326,0,1,1,2,1,144.0,0.16,1
4,285,265,2,1,3,0,1,2,2,1,2,1,1,200,41326,0,1,0,2,1,83.0,0.86,2
3,265,0,2,3,4,0,1,2,1,1,1,1,1,0,41326,0,5,1,2,1,132.0,0.69,1
36,299,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,6,1,1,0,807.0,-0.83,4
4,266,0,2,3,7,0,2,2,3,1,2,1,1,0,41326,0,1,1,2,1,485.0,0.66,3
22,119,103,1,1,6,7,2,1,1,1,2,1,1,0,41326,0,4,0,3,1,457.0,0.99,2
8,299,0,2,3,0,0,1,2,2,2,2,1,1,150,41326,0,5,1,1,0,426.0,0.92,4
24,254,0,3,1,3,4,2,1,1,1,1,1,5,0,41401,0,5,1,3,1,132.0,0.83,3
2,266,0,2,1,2,0,1,1,2,1,2,1,1,0,41326,0,6,1,2,1,327.0,0.97,2
1,307,200,2,2,0,0,2,1,1,1,2,1,1,350,41336,0,5,0,1,1,514.0,0.94,3
6,265,0,1,1,7,0,2,2,3,3,3,1,1,0,41326,0,2,1,2,1,180.0,0.68,1
8,141,307,3,1,0,0,2,1,1,1,2,1,2,0,41401,0,7,0,1,1,269.0,0.9,3
1,307,0,3,2,5,7,2,2,2,2,2,1,8,0,41326,0,1,0,3,0,214.0,0.46,4
2,117,307,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,1,0,2,1,134.0,0.74,1
3,307,0,2,2,0,0,2,1,2,1,2,1,1,80,41326,0,1,0,1,1,121.0,0.77,2
30,179,0,2,5,7,0,2,1,1,1,2,1,1,0,41401,0,2,1,2,1,423.0,0.94,1
5,265,0,2,1,4,7,2,1,3,3,2,1,1,0,41326,0,1,1,3,0,304.0,0.98,4
11,307,0,1,1,2,7,2,1,1,3,2,1,1,0,41326,0,4,0,3,1,226.0,0.95,2
3,307,0,2,1,5,0,2,1,3,3,3,1,1,0,41327,1,17,0,2,0,432.0,0.91,4
1,266,265,2,1,2,6,2,1,2,2,2,1,1,0,41326,0,3,0,3,1,308.0,0.92,1
2,306,266,1,1,7,0,1,1,2,1,2,1,1,0,41401,0,1,0,2,1,249.0,0.96,1
2,265,0,3,4,5,7,2,2,2,1,2,1,6,0,41401,0,5,1,3,0,316.0,0.98,4
12,307,0,2,2,7,0,2,1,1,1,1,1,1,250,41326,0,4,0,2,0,89.0,0.94,4
1,307,0,3,2,5,7,2,1,3,3,3,1,3,100,41327,0,3,0,3,1,197.0,0.84,3
36,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41401,0,1,0,2,0,507.0,0.83,4
2,307,0,2,1,2,3,2,2,2,1,2,1,3,0,41326,0,3,0,3,0,61.0,0.74,4
2,307,0,1,6,7,0,1,1,1,1,2,1,1,0,41330,0,6,0,2,1,377.0,0.97,3
3,239,307,1,2,0,0,2,1,3,3,2,1,1,0,41326,0,1,0,1,1,88.0,0.82,3
5,266,0,2,1,4,6,2,1,2,1,2,1,1,0,41326,0,6,1,3,1,321.0,0.98,3
2,265,0,1,4,0,0,3,2,2,1,3,1,1,40,41326,0,4,1,1,1,689.0,0.18,2
9,307,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,0,2,0,2,0,272.0,0.55,4
48,242,266,1,1,7,0,3,1,1,1,1,1,1,20,41326,0,4,0,2,1,539.0,0.96,1
2,307,0,2,7,0,0,2,2,1,1,2,1,1,0,41326,0,1,0,1,0,79.0,0.0,4
5,141,0,2,1,0,0,2,1,1,1,2,1,1,0,41401,0,2,1,1,1,519.0,0.99,2
5,266,0,2,1,6,0,1,1,2,2,2,1,1,0,41326,0,5,1,2,1,265.0,0.94,2
12,307,0,1,2,3,5,2,1,2,2,2,1,1,0,41326,0,5,0,3,0,38.0,0.64,4
4,141,307,1,5,0,0,3,2,1,1,1,1,1,0,41326,0,4,0,1,1,229.0,0.87,3
36,307,0,1,5,0,0,2,2,1,1,1,1,5,0,41326,0,1,0,1,0,226.0,0.97,4
1,266,0,2,1,6,0,1,1,2,1,2,1,1,0,41326,0,2,1,2,1,208.0,0.96,2
2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,2,0,2,1,105.0,0.85,2
3,266,0,1,4,7,0,1,1,3,3,3,1,1,0,41401,0,2,1,2,1,27.0,0.74,1
1,266,0,2,2,7,0,2,1,3,3,2,1,1,0,41326,0,3,1,2,1,89.0,0.7,3
2,266,266,1,1,2,5,1,1,2,2,2,2,1,0,41326,0,3,1,3,1,86.0,0.86,3
1,266,0,3,1,4,7,2,1,2,2,2,1,3,0,41326,0,1,1,3,0,225.0,0.74,4
2,307,0,2,1,2,3,2,2,3,3,3,1,1,0,41326,0,7,0,3,1,618.0,0.72,1
3,218,195,2,3,5,7,2,2,3,3,3,1,1,0,41326,0,1,0,3,1,40.0,0.44,3
9,78,78,1,1,0,0,3,2,1,1,2,1,1,0,41326,0,7,1,1,1,12.0,0.0,1
4,266,0,2,7,0,0,2,1,2,2,1,1,1,100,41401,0,5,1,1,0,419.0,0.98,4
2,307,0,3,2,3,0,1,1,2,2,2,1,9,0,41401,0,1,0,2,1,283.0,0.98,2
1,266,0,1,1,6,0,2,1,2,2,2,1,1,0,41326,1,7,1,2,1,173.0,0.93,2
3,307,0,1,5,0,0,2,1,3,1,2,1,1,0,41401,0,9,0,1,1,225.0,0.57,3
3,307,0,2,6,0,0,2,1,1,1,1,1,1,0,41326,0,5,0,1,0,867.0,0.99,4
2,265,0,2,1,7,0,1,2,2,1,2,1,1,0,41401,0,1,1,2,1,20.0,0.08,3
84,119,0,1,1,6,7,3,2,1,1,2,1,1,0,41401,0,1,1,3,1,353.0,0.75,1
4,266,0,2,1,4,7,2,1,2,1,2,1,1,30,41326,0,1,1,3,1,389.0,0.93,1
5,266,0,1,4,7,0,1,1,1,1,3,1,1,0,41401,0,5,1,2,1,115.0,0.88,1
15,307,0,1,2,5,0,2,1,1,1,1,1,1,0,41326,1,1,0,2,1,361.0,0.95,3
6,205,0,3,6,7,0,1,3,2,2,2,1,2,0,41327,0,1,1,2,1,643.0,0.98,1
60,103,307,2,1,0,0,2,3,1,1,1,1,1,0,41336,0,3,0,1,1,289.0,0.96,2
10,307,307,2,1,2,7,2,1,2,2,2,1,1,0,41326,0,3,0,3,0,472.0,0.96,4
6,307,0,2,1,2,0,1,1,1,1,2,1,1,0,41326,0,2,0,2,0,71.0,0.69,4
2,307,307,3,1,2,7,2,2,2,1,1,1,6,0,41324,0,11,0,3,0,38.0,0.0,4
36,109,307,1,3,0,0,2,2,2,1,1,1,1,0,41326,0,2,0,1,1,296.0,0.91,2
2,266,0,2,3,0,0,2,1,2,2,2,1,1,0,41326,0,3,1,1,1,56.0,0.78,3
12,265,0,2,1,6,7,2,2,1,1,1,1,1,0,41326,0,1,1,3,1,557.0,0.95,3
24,265,0,3,1,2,0,1,2,2,2,2,1,6,0,41401,0,5,1,2,1,117.0,0.76,2
72,205,0,2,2,3,7,2,2,3,3,2,1,1,0,41401,0,7,1,3,1,621.0,0.99,2
24,179,307,2,5,0,0,1,2,3,1,1,1,1,300,41326,0,2,0,1,1,8.0,0.49,3
4,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,4,0,3,1,47.0,0.83,2
64,109,0,1,2,3,4,3,2,1,1,2,1,1,0,41326,0,2,1,3,1,178.0,0.79,2
2,307,0,2,2,0,0,1,1,2,2,2,1,1,0,41327,0,3,0,1,0,14.0,0.49,4
12,307,0,3,1,2,5,2,2,3,3,3,1,4,0,41401,0,1,0,3,0,1567.0,0.97,4
60,26,0,1,2,0,0,3,1,3,3,2,2,1,0,41326,0,3,1,1,1,544.0,0.97,2
2,307,0,1,2,0,0,2,1,2,1,2,1,1,0,41401,0,4,0,1,1,339.0,0.78,2
10,307,109,1,3,0,0,2,2,2,2,2,1,1,0,41326,1,5,0,1,0,103.0,0.0,4
12,141,307,1,5,0,0,3,1,3,3,2,1,1,0,41326,0,2,0,1,1,85.0,0.49,1
4,299,306,2,6,7,0,1,2,2,2,2,1,1,0,41326,0,5,0,2,1,93.0,0.78,1
4,265,0,1,2,7,0,2,2,2,1,3,1,1,0,41401,0,14,1,2,1,500.0,0.94,2
3,307,0,2,2,0,0,2,2,1,1,3,1,1,0,41324,0,2,0,1,0,68.0,0.86,4
108,205,0,2,2,7,0,1,2,3,1,3,2,1,0,41326,0,2,1,2,1,765.0,0.99,3
1,307,0,2,1,2,5,2,1,2,2,2,1,2,0,41327,0,2,0,3,1,37.0,0.36,3
3,266,0,1,2,6,7,2,1,1,1,2,1,1,0,41326,0,6,1,3,1,1328.0,1.0,1
3,299,265,1,3,7,0,1,2,2,1,2,1,1,0,41330,0,3,0,2,1,241.0,0.97,2
3,247,243,1,3,5,7,2,1,2,2,2,1,1,0,41326,0,3,0,3,1,886.0,0.98,0
3,307,307,2,2,0,0,4,1,1,1,2,1,6,0,41326,0,11,0,1,1,345.0,0.71,2
24,266,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,2,1,2,0,191.0,0.91,4
6,266,0,1,7,0,0,2,1,1,1,2,1,1,0,41326,0,1,1,1,1,226.0,0.95,1
4,266,0,1,2,6,0,2,1,2,2,2,1,1,0,41401,0,5,1,2,1,123.0,0.94,1
24,205,0,1,6,7,0,1,3,1,1,1,1,1,0,41401,0,2,1,2,1,217.0,0.62,2
4,254,0,2,1,2,7,2,2,2,1,2,1,1,50,41401,0,3,1,3,1,1269.0,0.99,1
1,307,0,3,1,2,5,2,1,2,2,1,1,9,0,41330,0,18,0,3,1,33.0,0.0,2
2,266,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,0,12,1,2,1,316.0,0.96,3
3,307,0,2,5,7,0,2,1,2,2,2,1,1,0,41326,1,5,0,2,1,815.0,-0.83,2
36,179,307,2,5,0,0,1,1,1,1,1,1,1,0,41401,0,2,0,1,1,226.0,0.81,2
1,307,307,2,5,0,0,2,1,2,1,2,1,5,0,41332,0,5,0,1,0,229.0,0.83,4
0,307,0,3,1,2,7,2,1,2,2,2,1,5,0,41327,0,8,0,3,1,620.0,0.97,3
72,307,141,1,3,4,7,2,2,3,3,3,1,1,0,41326,0,2,0,3,0,767.0,0.95,4
9,307,0,2,2,0,0,1,1,2,2,2,1,2,0,41330,0,0,0,1,0,159.0,0.78,4
8,307,307,2,7,0,0,2,1,1,1,1,1,1,0,41326,1,1,0,1,1,248.0,0.84,2
5,266,0,2,3,7,0,1,1,2,2,2,1,1,0,41401,0,1,1,2,0,38.0,0.92,4
3,307,0,2,1,2,0,1,1,1,1,2,1,1,0,41326,0,6,0,2,0,965.0,1.0,4
8,244,300,2,1,2,7,2,1,2,2,1,1,1,0,41326,0,6,0,3,1,397.0,0.96,3
36,266,0,2,2,5,0,2,1,1,1,1,1,1,100,41401,0,3,1,2,0,1172.0,0.99,4
1,307,0,2,1,2,0,3,1,1,1,2,1,1,0,41326,0,1,0,2,0,149.0,0.91,4
30,307,0,2,1,7,0,2,1,1,1,1,1,1,80,41326,0,1,0,2,0,217.0,0.69,4
4,266,0,2,1,4,7,1,1,1,1,2,1,1,0,41327,0,5,1,3,1,1400.0,0.54,3
2,303,266,2,1,3,5,1,1,2,1,2,1,1,0,41326,0,10,0,3,1,227.0,0.91,1
1,307,0,2,2,5,7,2,2,2,1,2,1,1,0,41326,0,4,0,3,1,292.0,0.91,1
6,266,0,3,4,6,7,2,2,3,3,1,1,3,0,41336,0,3,1,3,0,427.0,0.86,4
1,265,0,1,1,7,0,1,2,2,2,2,1,1,0,41401,0,4,1,2,1,125.0,0.89,2
1,266,0,3,3,4,6,2,1,2,2,2,1,4,0,41401,0,7,1,3,1,471.0,0.77,2
1,307,307,3,1,2,3,1,1,2,2,2,1,5,0,41401,0,1,0,3,1,136.0,0.36,2
12,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41401,0,1,0,1,0,64.0,0.79,4
2,266,0,2,5,7,0,1,1,2,1,2,1,1,0,41401,0,1,1,2,1,695.0,0.99,1
24,189,0,1,1,2,0,3,1,1,1,1,1,1,0,41326,0,3,1,2,1,422.0,0.96,2
2,265,265,3,1,6,7,1,2,2,2,2,1,4,0,41401,0,5,1,3,1,48.0,0.4,2
24,195,195,1,6,7,0,1,2,3,3,1,1,1,0,41326,0,10,1,2,1,272.0,-0.08,3
3,266,0,1,5,0,0,2,1,1,1,1,1,1,50,41401,0,12,1,1,1,1173.0,1.0,3
3,265,0,3,1,2,7,2,2,2,2,2,1,2,0,41326,0,3,1,3,1,846.0,0.95,1
36,78,0,1,1,2,0,3,1,1,1,2,1,1,150,41326,0,1,1,2,1,317.0,0.94,1
2,265,266,2,6,0,0,1,2,2,2,1,1,1,0,41326,0,1,0,1,1,355.0,0.82,0
3,307,141,1,3,0,0,3,1,1,1,2,1,1,0,41326,0,4,0,1,1,46.0,0.32,0
8,266,0,1,1,6,7,2,1,1,1,2,1,1,0,41326,0,1,1,3,1,481.0,0.96,3
2,218,307,2,1,3,5,2,2,2,2,2,1,2,0,41326,0,9,0,3,1,102.0,0.36,3
7,265,0,2,1,4,7,2,2,1,1,2,1,1,0,41326,0,3,1,3,1,155.0,0.96,3
4,266,0,3,1,4,0,2,1,2,1,2,1,3,0,41401,0,3,1,2,0,6.0,0.0,4
4,264,0,1,2,0,0,1,3,1,1,2,1,1,0,41401,0,1,1,1,1,741.0,0.97,0
5,266,0,3,4,5,7,1,1,2,2,2,1,4,0,41401,0,1,1,3,0,640.0,0.96,4
12,264,0,2,1,6,7,2,2,1,1,2,1,1,150,41326,0,2,1,3,1,468.0,0.67,2
1,307,0,2,2,0,0,1,1,2,2,3,1,3,0,41336,0,2,0,1,1,29.0,0.0,3
1,307,0,2,2,5,7,1,1,2,1,2,1,1,30,41401,0,7,0,3,1,232.0,-0.78,2
48,76,0,1,1,7,0,2,1,1,1,1,2,1,0,41326,0,4,1,2,0,439.0,0.9,4
2,307,307,2,1,4,0,1,1,1,1,3,1,1,0,41326,0,1,0,2,1,506.0,0.87,2
1,280,0,2,6,7,0,1,2,3,3,3,2,1,1,41326,0,3,1,2,1,225.0,0.89,1
10,60,0,1,2,7,0,1,1,1,1,1,1,1,500,41401,0,9,1,2,1,240.0,0.96,3
7,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,3,0,1,0,204.0,0.96,4
3,266,0,1,1,7,0,2,1,1,1,2,1,1,15,41326,0,1,1,2,1,123.0,0.78,2
30,299,266,1,3,4,5,2,1,1,1,1,1,1,0,41401,0,2,0,3,1,347.0,0.42,3
2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,1,0,2,1,226.0,0.97,3
1,303,0,2,1,6,7,2,1,2,2,2,1,1,0,41326,0,5,1,3,1,291.0,0.98,3
2,307,0,1,6,7,0,2,2,2,1,2,1,1,0,41327,0,2,0,2,1,603.0,0.96,2
1,307,0,1,1,2,0,2,1,3,3,2,1,1,0,41326,0,2,0,2,1,90.0,0.89,3
3,152,0,2,1,2,0,1,1,2,2,2,1,1,100,41326,0,2,1,2,1,303.0,0.99,1
1,307,0,3,2,5,7,1,1,2,2,2,1,5,1,41336,0,5,0,3,1,66.0,0.61,2
0,266,0,1,3,4,7,1,1,2,2,2,1,1,20,41326,1,5,1,3,1,740.0,0.9,1
1,307,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,0,1,0,1,1,143.0,0.82,1
1,266,0,2,6,0,0,1,2,2,2,3,2,1,0,41326,0,1,1,1,1,531.0,0.9,2
48,283,283,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,1,1,2,0,280.0,0.8,4
1,264,266,1,1,7,0,3,2,2,2,2,1,1,0,41326,0,5,0,2,1,371.0,0.95,3
12,266,265,3,2,3,7,2,1,2,1,1,1,2,0,41336,0,5,0,3,0,246.0,0.82,4
4,266,0,1,3,0,0,2,1,1,1,1,1,1,100,41326,0,2,1,1,1,196.0,0.87,2
1,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,0,4,0,2,1,279.0,0.79,2
3,266,0,1,4,7,0,1,1,1,1,1,1,1,0,41401,0,7,1,2,1,112.0,0.83,3
9,307,0,1,1,2,0,2,1,1,1,1,1,1,0,41401,0,5,0,2,0,199.0,0.98,4
4,307,218,2,2,7,0,2,2,2,2,2,1,1,0,41326,0,3,0,2,0,125.0,0.92,4
24,152,307,1,1,2,0,2,1,1,1,1,2,1,160,41401,0,6,0,2,1,334.0,0.95,3
87,205,0,2,2,7,0,1,3,3,3,3,2,1,0,41325,0,1,1,2,1,269.0,0.94,1
2,265,266,3,1,6,7,2,2,2,1,2,1,3,0,41332,0,8,0,3,1,877.0,0.72,2
1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41327,0,1,0,2,0,302.0,0.86,4
2,266,0,3,1,6,7,2,2,2,2,2,1,4,0,41326,0,7,1,3,1,105.0,0.0,1
4,299,299,3,1,0,0,2,2,2,2,2,1,3,0,41401,0,11,1,1,0,449.0,0.98,4
3,218,307,1,2,7,0,2,1,2,2,2,1,1,0,41326,0,2,0,2,1,276.0,0.95,2
1,266,0,1,1,2,5,2,1,2,2,2,1,1,0,41326,0,1,1,3,1,356.0,0.9,1
1,307,307,3,1,5,7,2,1,2,1,2,1,3,0,41326,2,28,0,3,1,344.0,0.71,3
6,265,265,2,6,7,0,2,1,3,3,3,1,1,0,41401,0,3,1,2,1,303.0,0.81,3
4,266,0,1,2,4,7,2,1,2,2,2,1,2,0,41401,0,5,1,3,1,563.0,0.9,2
1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41327,0,3,0,2,1,95.0,0.39,2
3,265,0,2,4,5,7,2,1,3,3,2,1,1,0,41401,0,1,1,3,0,231.0,0.94,4
3,285,265,1,3,0,0,1,2,1,1,2,1,1,200,41401,0,4,0,1,1,339.0,0.89,1
4,307,0,2,2,7,0,2,1,1,3,2,1,1,0,41326,0,1,0,2,1,542.0,0.94,2
48,152,307,2,1,2,0,1,1,1,1,3,1,1,0,41326,0,5,0,2,1,1520.0,0.99,3
2,307,141,2,2,5,7,2,1,3,3,3,1,3,0,41327,0,1,0,3,0,369.0,0.32,4
1,299,306,2,3,7,0,1,1,2,2,2,1,1,0,41326,0,9,0,2,1,689.0,0.99,1
1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,1,0,1,1,76.0,0.94,3
15,307,128,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,1,0,2,0,112.0,0.93,4
7,266,0,1,1,2,0,2,1,2,2,2,2,1,0,41401,1,5,1,2,1,597.0,0.97,2
8,307,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,0,4,0,3,0,452.0,0.97,4
108,207,0,2,1,2,0,1,3,1,1,1,1,1,0,41326,0,2,1,2,1,446.0,0.96,3
2,307,0,3,1,2,0,2,2,2,1,3,1,2,0,41401,0,5,0,2,0,302.0,0.99,4
1,39,0,2,1,2,5,2,2,2,2,2,1,1,200,41335,0,8,1,3,1,237.0,0.86,2
2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,6,0,2,0,171.0,0.84,4
1,254,0,2,1,2,7,1,2,2,2,2,1,2,0,41326,0,2,1,3,1,594.0,-0.15,0
2,307,0,3,1,2,3,1,2,2,2,2,1,12,0,41326,0,5,0,3,0,86.0,0.65,4
2,307,0,1,1,0,0,2,2,1,1,2,1,1,0,41326,0,2,0,1,1,151.0,0.96,1
4,265,0,2,1,5,6,2,2,2,1,1,1,1,0,41326,0,3,1,3,1,181.0,0.97,1
1,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,0,1,0,1,1,18.0,0.0,1
8,292,0,2,2,6,7,2,2,3,1,2,1,1,0,41401,0,1,1,3,0,279.0,0.91,4
3,307,0,1,1,7,0,2,1,2,2,2,1,1,10,41325,0,1,0,2,1,57.0,0.57,2
17,265,0,2,7,0,0,2,2,1,1,2,1,2,0,41326,0,4,1,1,0,402.0,0.87,4
30,266,0,2,5,6,7,2,2,1,1,1,1,1,1,41326,0,1,1,3,1,156.0,0.87,2
1,266,266,2,1,4,7,2,1,2,2,2,1,2,0,41327,0,3,1,3,1,131.0,0.91,3
2,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41330,0,1,0,2,1,334.0,0.98,2
3,277,0,3,1,2,7,2,1,2,2,2,1,4,0,41326,0,4,1,3,1,51.0,0.78,1
2,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,2,4,0,2,1,742.0,1.0,3
1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41401,0,3,1,3,0,217.0,0.46,4
4,307,0,1,1,0,0,2,1,3,3,3,1,1,0,41401,0,2,0,1,1,223.0,0.95,2
1,285,292,1,7,0,0,1,2,2,2,2,1,1,108,41336,0,2,0,1,1,104.0,0.72,1
8,266,0,2,5,0,0,2,1,2,2,2,1,2,0,41401,0,6,1,1,1,705.0,0.96,3
2,266,0,3,2,3,4,1,2,2,2,2,1,3,0,41326,0,1,1,3,1,591.0,0.2,2
1,265,265,3,1,7,0,1,2,2,2,2,1,2,0,41336,0,2,1,2,1,332.0,0.69,1
2,307,307,1,2,5,7,2,2,3,3,2,1,1,0,41326,0,4,0,3,1,273.0,0.9,0
12,307,0,2,2,0,0,2,1,3,3,3,1,1,0,41326,0,1,0,1,0,58.0,0.0,4
2,292,265,1,1,7,0,1,2,2,2,2,1,1,0,41326,0,1,0,2,1,108.0,0.36,3
1,266,0,3,4,7,0,1,1,2,2,2,1,5,0,41326,0,1,1,2,1,139.0,0.77,1
1,307,0,2,1,2,7,2,1,2,2,2,1,6,0,41326,0,5,0,3,0,45.0,0.75,4
2,266,0,1,2,3,0,1,1,2,2,2,1,2,0,41326,0,5,1,2,1,160.0,0.82,2
2,306,266,2,1,7,0,1,1,2,1,2,1,1,0,41401,0,2,0,2,1,274.0,0.9,1
72,20,0,2,2,4,7,2,2,1,1,3,1,1,0,41401,0,0,1,3,1,417.0,0.94,3
3,265,299,1,4,5,7,1,2,2,2,1,1,1,0,41401,0,5,0,3,1,12.0,0.76,3
9,247,266,1,6,0,0,2,2,2,1,2,1,1,0,41401,0,2,0,1,1,202.0,0.96,2
6,179,0,1,2,0,0,2,2,1,1,2,2,1,0,41330,0,2,1,1,1,251.0,-0.56,2
